id_registro,id_maquina,planta,tipo_maquina,turno,temperatura_c,vibracion_mm_s,presion_bar,horas_operacion,antiguedad_anios,dias_desde_mantenimiento,produccion_unidades,tasa_defectos_pct,consumo_energia_kwh,falla_maquina,planta_cod,tipo_maquina_cod,turno_cod,cluster,cluster_nombre,probabilidad_falla,prediccion_falla
MAN-0319,MQ-134,Arequipa,Inyectora,Tarde,63.0,4.37,7.54,2397,1.2,167,814,3.28,335.35,0,0,2,2,0,Eficientes,0.48947635899411884,0
MAN-0320,MQ-159,Arequipa,Inyectora,Noche,69.5,5.0,7.53,7815,5.7,199,664,0.85,813.8,0,0,2,1,2,Estándar,0.732044999250219,1
MAN-0321,MQ-152,Lima,Inyectora,Tarde,80.8,3.62,6.65,5741,3.6,3,1274,1.98,405.83,1,1,2,2,0,Eficientes,0.26358314701961416,0
MAN-0322,MQ-067,Arequipa,Empacadora,Noche,82.3,5.2,4.2,3581,4.9,124,845,4.67,830.63,0,0,1,1,3,Críticas,0.6474902895640406,1
MAN-0323,MQ-109,Arequipa,Torno CNC,Noche,63.3,0.5,7.81,7130,4.6,108,516,3.63,617.98,0,0,4,1,2,Estándar,0.07794785807068765,0
MAN-0324,MQ-105,Trujillo,Torno CNC,Mañana,87.6,1.48,4.25,8384,6.0,54,826,1.57,676.61,0,2,4,0,1,Alerta,0.1161248575075033,0
MAN-0325,MQ-175,Arequipa,Empacadora,Mañana,91.6,7.5,6.48,8789,5.6,94,902,5.04,607.72,1,0,1,0,1,Alerta,0.883866440838507,1
MAN-0326,MQ-014,Lima,Inyectora,Noche,68.2,5.14,7.27,1835,3.1,113,593,4.62,443.31,0,1,2,1,0,Eficientes,0.495186207194886,0
MAN-0327,MQ-118,Trujillo,Compresor,Mañana,66.1,2.83,4.66,3668,1.3,149,846,3.16,418.82,0,2,0,0,0,Eficientes,0.12736612265524253,0
MAN-0328,MQ-156,Trujillo,Inyectora,Mañana,80.1,3.67,6.51,9610,5.6,84,1033,2.08,551.4,0,2,2,0,1,Alerta,0.3258124155468375,0
MAN-0329,MQ-015,Arequipa,Torno CNC,Mañana,71.3,1.05,4.13,9140,6.0,70,959,1.35,615.64,0,0,4,0,2,Estándar,0.03975443917925935,0
MAN-0330,MQ-178,Arequipa,Torno CNC,Mañana,82.2,3.15,6.98,3896,4.3,93,1122,3.75,677.76,0,0,4,0,3,Críticas,0.36883256711353113,0
MAN-0331,MQ-165,Lima,Prensa,Mañana,79.1,6.84,7.48,5547,5.6,221,999,4.42,590.51,1,1,3,0,3,Críticas,0.9246023160067396,1
MAN-0332,MQ-006,Trujillo,Prensa,Noche,86.3,5.82,4.73,2135,2.7,88,873,2.64,685.97,1,2,3,1,3,Críticas,0.6098937111024498,1
MAN-0333,MQ-038,Trujillo,Compresor,Tarde,65.8,3.48,8.48,4050,5.4,146,1115,2.26,548.12,0,2,0,2,0,Eficientes,0.5710470195470854,1
MAN-0334,MQ-023,Arequipa,Prensa,Mañana,74.7,3.43,7.3,11296,10.4,35,740,1.03,621.35,0,0,3,0,2,Estándar,0.2668874778735318,0
MAN-0335,MQ-146,Arequipa,Inyectora,Noche,69.7,2.34,5.33,855,1.9,34,1141,3.63,505.66,0,0,2,1,0,Eficientes,0.07238354745801215,0
MAN-0336,MQ-158,Arequipa,Prensa,Mañana,73.1,1.46,4.73,6857,4.3,41,644,2.4,539.56,0,0,3,0,2,Estándar,0.043348865363352015,0
MAN-0337,MQ-078,Trujillo,Torno CNC,Noche,81.2,4.91,5.74,7791,3.1,14,855,4.21,485.61,0,2,4,1,1,Alerta,0.24511027019919487,0
MAN-0338,MQ-157,Trujillo,Inyectora,Tarde,80.2,3.79,7.33,2173,2.1,42,714,3.17,543.48,0,2,2,2,0,Eficientes,0.38664544981839244,0
MAN-0339,MQ-067,Arequipa,Empacadora,Mañana,84.9,1.49,5.6,9061,4.8,119,936,6.36,701.31,1,0,1,0,1,Alerta,0.25750126654639777,0
MAN-0340,MQ-146,Arequipa,Inyectora,Noche,65.7,4.25,7.12,8630,7.0,79,949,2.05,530.73,0,0,2,1,2,Estándar,0.30777279380718814,0
MAN-0341,MQ-108,Lima,Empacadora,Tarde,63.8,3.41,6.92,1728,0.2,185,1017,2.97,778.4,0,1,1,2,3,Críticas,0.3837817662388374,0
MAN-0342,MQ-082,Trujillo,Prensa,Tarde,68.4,4.49,7.34,9894,10.0,221,906,3.95,518.06,1,2,3,2,2,Estándar,0.8388611254784301,1
MAN-0343,MQ-081,Lima,Prensa,Mañana,65.7,4.99,7.64,11093,6.4,93,819,4.15,688.87,0,1,3,0,1,Alerta,0.3127838798673272,0
MAN-0344,MQ-158,Trujillo,Prensa,Mañana,88.4,4.58,7.03,11653,8.0,226,845,5.76,530.15,0,2,3,0,1,Alerta,0.8970983582864428,1
MAN-0345,MQ-151,Arequipa,Prensa,Tarde,63.3,3.25,6.3,1320,1.6,162,956,5.03,421.75,0,0,3,2,0,Eficientes,0.3143292649096339,0
MAN-0346,MQ-071,Lima,Empacadora,Mañana,66.2,5.17,6.99,7861,5.1,231,922,2.38,617.8,0,1,1,0,2,Estándar,0.6863191040503661,1
MAN-0347,MQ-004,Arequipa,Inyectora,Mañana,97.5,6.36,6.78,4158,3.1,200,563,5.62,816.74,1,0,2,0,3,Críticas,0.9527878626842315,1
MAN-0348,MQ-015,Arequipa,Empacadora,Mañana,59.8,4.29,6.35,239,1.1,115,1004,1.32,335.11,0,0,1,0,0,Eficientes,0.16822533294511202,0
MAN-0349,MQ-107,Trujillo,Prensa,Noche,81.3,3.01,7.12,4463,2.8,148,1148,3.45,557.63,0,2,3,1,0,Eficientes,0.509787439350226,1
MAN-0350,MQ-062,Trujillo,Inyectora,Noche,68.2,3.1,8.09,7244,0.4,197,994,1.19,653.85,0,2,2,1,0,Eficientes,0.36940151714910796,0
MAN-0351,MQ-162,Arequipa,Torno CNC,Mañana,75.1,3.02,8.03,2775,2.7,191,706,3.88,433.02,0,0,4,0,0,Eficientes,0.5253342945143621,1
MAN-0352,MQ-054,Trujillo,Empacadora,Tarde,80.0,4.53,7.56,3585,3.0,237,473,3.76,435.83,1,2,1,2,0,Eficientes,0.8990068318302802,1
MAN-0353,MQ-013,Trujillo,Prensa,Tarde,56.3,1.31,8.01,11646,8.9,156,485,2.67,528.06,0,2,3,2,2,Estándar,0.20005676953359774,0
MAN-0354,MQ-131,Trujillo,Inyectora,Mañana,75.2,6.18,7.7,8523,7.0,141,1031,3.91,604.41,1,2,2,0,1,Alerta,0.7659417034263583,1
MAN-0355,MQ-110,Lima,Empacadora,Noche,93.4,6.81,7.46,3086,5.4,203,576,2.62,920.22,1,1,1,1,3,Críticas,0.976630201816963,1
MAN-0356,MQ-066,Trujillo,Prensa,Tarde,73.4,4.75,8.88,180,2.8,36,644,3.79,548.24,0,2,3,2,0,Eficientes,0.4787087306753717,0
MAN-0357,MQ-135,Lima,Torno CNC,Noche,78.3,7.06,5.29,5111,3.9,122,818,3.89,771.24,1,1,4,1,3,Críticas,0.7144136097555994,1
MAN-0358,MQ-084,Arequipa,Empacadora,Mañana,68.6,4.12,6.97,5232,3.8,35,923,4.98,559.36,0,0,1,0,0,Eficientes,0.16324772683973526,0
MAN-0359,MQ-093,Lima,Empacadora,Noche,65.9,3.45,5.63,8234,7.0,164,713,1.8,534.49,0,1,1,1,2,Estándar,0.3771171682104674,0
MAN-0360,MQ-009,Trujillo,Compresor,Tarde,72.2,5.06,2.88,1367,2.1,143,817,2.97,341.72,0,2,0,2,0,Eficientes,0.4451182774855247,0
MAN-0361,MQ-003,Lima,Inyectora,Noche,64.4,2.56,6.93,6322,6.7,107,916,2.72,608.19,0,1,2,1,2,Estándar,0.21186393028741188,0
MAN-0362,MQ-005,Lima,Prensa,Tarde,72.2,4.4,6.5,9576,5.4,26,1058,4.41,498.81,0,1,3,2,1,Alerta,0.2581700434499985,0
MAN-0363,MQ-153,Trujillo,Inyectora,Noche,74.6,4.05,7.3,7748,6.3,68,803,3.03,534.2,1,2,2,1,1,Alerta,0.38997375174846244,0
MAN-0364,MQ-172,Lima,Compresor,Noche,75.1,6.47,7.09,10609,7.5,5,777,3.5,741.43,0,1,0,1,1,Alerta,0.5099662158556801,1
MAN-0365,MQ-087,Lima,Prensa,Tarde,84.6,3.88,6.67,3132,3.8,96,901,2.67,420.52,1,1,3,2,0,Eficientes,0.619843196320932,1
MAN-0366,MQ-023,Trujillo,Prensa,Noche,67.7,4.62,4.92,11420,4.9,68,654,2.91,582.5,0,2,3,1,1,Alerta,0.15494244002196417,0
MAN-0367,MQ-170,Trujillo,Empacadora,Tarde,73.7,2.84,6.43,9067,6.0,57,799,4.26,597.09,0,2,1,2,1,Alerta,0.24936917754679178,0
MAN-0368,MQ-176,Lima,Inyectora,Mañana,76.1,4.53,3.33,4867,4.2,42,1148,5.27,523.62,0,1,2,0,3,Críticas,0.15226118009520928,0
MAN-0369,MQ-077,Trujillo,Prensa,Mañana,61.0,1.67,7.11,2627,3.3,193,1151,2.18,577.79,1,2,3,0,0,Eficientes,0.16644076134467756,0
MAN-0370,MQ-006,Arequipa,Torno CNC,Noche,74.8,3.43,6.44,7751,5.1,148,1045,5.55,570.96,1,0,4,1,2,Estándar,0.4470126018059195,0
MAN-0371,MQ-150,Trujillo,Inyectora,Mañana,91.8,7.0,6.55,4356,4.8,151,709,1.98,626.56,1,2,2,0,3,Críticas,0.9178320531548593,1
MAN-0372,MQ-175,Arequipa,Compresor,Tarde,79.5,4.47,6.82,3258,4.7,133,849,0.17,524.13,1,0,0,2,0,Eficientes,0.7521371995652743,1
MAN-0373,MQ-168,Trujillo,Inyectora,Tarde,81.3,4.55,6.36,2368,2.6,88,843,2.12,759.58,0,2,2,2,3,Críticas,0.5593737305789911,1
MAN-0374,MQ-115,Lima,Empacadora,Tarde,67.3,8.11,6.99,786,0.2,20,646,2.93,672.96,1,1,1,2,3,Críticas,0.5099031191521068,1
MAN-0375,MQ-126,Lima,Compresor,Mañana,72.3,1.8,5.13,1350,1.2,61,1085,3.28,623.58,0,1,0,0,0,Eficientes,0.06414770920764902,0
MAN-0376,MQ-117,Lima,Inyectora,Mañana,70.1,4.26,5.79,2563,3.7,167,813,3.99,343.55,0,1,2,0,0,Eficientes,0.4376774243302927,0
MAN-0377,MQ-147,Arequipa,Compresor,Noche,64.3,5.99,5.09,5594,2.3,137,943,3.46,596.16,0,0,0,1,3,Críticas,0.41125151924918496,0
MAN-0378,MQ-090,Lima,Inyectora,Tarde,70.0,2.85,5.59,11454,5.7,79,647,0.94,476.02,0,1,2,2,2,Estándar,0.1754735164385667,0
MAN-0379,MQ-122,Lima,Empacadora,Mañana,57.6,4.57,7.93,943,2.3,126,694,0.1,591.52,0,1,1,0,0,Eficientes,0.2516076349925067,0
MAN-0380,MQ-014,Trujillo,Torno CNC,Tarde,70.4,3.61,4.98,8192,5.3,76,949,2.23,579.18,0,2,4,2,2,Estándar,0.19685794074579452,0
MAN-0381,MQ-097,Lima,Empacadora,Tarde,66.7,0.89,5.23,980,1.6,192,646,2.81,564.8,0,1,1,2,0,Eficientes,0.19584278514182527,0
MAN-0382,MQ-129,Trujillo,Compresor,Tarde,79.7,4.19,5.76,2422,2.7,37,1037,5.3,908.44,1,2,0,2,3,Críticas,0.36354061636000845,0
MAN-0383,MQ-149,Lima,Prensa,Noche,62.3,3.47,6.47,4030,1.2,26,871,0.51,469.61,0,1,3,1,0,Eficientes,0.05703609175028033,0
MAN-0384,MQ-026,Lima,Torno CNC,Tarde,80.8,4.21,8.29,170,1.8,130,950,3.19,426.95,0,1,4,2,0,Eficientes,0.7181277550150017,1
MAN-0385,MQ-178,Lima,Prensa,Tarde,76.4,2.62,7.09,4478,2.5,180,807,3.3,547.26,1,1,3,2,0,Eficientes,0.5363278116743734,1
MAN-0386,MQ-092,Arequipa,Torno CNC,Tarde,76.7,3.79,7.65,7629,7.0,13,808,1.78,756.73,0,0,4,2,1,Alerta,0.3407172045414894,0
MAN-0387,MQ-054,Arequipa,Empacadora,Tarde,77.2,2.94,7.58,3973,3.6,123,827,3.49,830.58,1,0,1,2,3,Críticas,0.5319246681591642,1
MAN-0388,MQ-039,Lima,Compresor,Noche,59.8,6.03,5.54,7056,2.4,33,998,3.08,680.34,0,1,0,1,1,Alerta,0.14110464128501046,0
MAN-0389,MQ-133,Arequipa,Compresor,Noche,85.7,0.66,4.09,5862,4.9,143,940,1.33,524.65,1,0,0,1,2,Estándar,0.27177106614727664,0
MAN-0390,MQ-012,Lima,Inyectora,Noche,86.0,6.22,6.65,4564,4.0,33,787,3.87,700.77,0,1,2,1,3,Críticas,0.6476477451145944,1
MAN-0391,MQ-009,Arequipa,Torno CNC,Tarde,68.3,3.27,6.78,8577,8.5,200,1169,6.27,742.04,0,0,4,2,2,Estándar,0.6512018964699513,1
MAN-0392,MQ-147,Lima,Compresor,Tarde,68.3,3.76,7.88,10863,11.0,200,1035,2.08,452.94,0,1,0,2,2,Estándar,0.8189614655145678,1
MAN-0393,MQ-116,Trujillo,Empacadora,Noche,91.5,6.33,7.1,6987,6.4,237,792,6.01,678.34,1,2,1,1,1,Alerta,0.975417207525709,1
MAN-0394,MQ-005,Lima,Torno CNC,Tarde,68.2,4.68,6.37,8305,7.1,148,790,2.35,607.92,0,1,4,2,2,Estándar,0.5723149464958276,1
MAN-0395,MQ-050,Trujillo,Inyectora,Tarde,90.4,7.85,6.24,6682,5.0,211,499,4.84,677.83,1,2,2,2,3,Críticas,0.9779032677857497,1
MAN-0396,MQ-044,Lima,Torno CNC,Mañana,75.0,3.89,7.18,8764,6.6,18,434,0.79,466.8,0,1,4,0,2,Estándar,0.18437504572912958,0
MAN-0397,MQ-006,Lima,Empacadora,Tarde,65.5,6.14,7.23,3148,3.8,216,614,2.94,608.06,1,1,1,2,3,Críticas,0.8426877530573679,1
MAN-0398,MQ-129,Lima,Torno CNC,Tarde,76.7,5.27,8.46,9479,4.7,55,790,2.14,630.81,1,1,4,2,1,Alerta,0.5508360180062178,1
MAN-0399,MQ-169,Arequipa,Prensa,Noche,64.5,0.93,5.69,9194,6.3,63,1063,6.35,450.3,0,0,3,1,2,Estándar,0.050391175798167195,0
MAN-0400,MQ-088,Lima,Torno CNC,Noche,62.4,5.22,7.33,2288,1.1,181,787,1.74,375.68,0,1,4,1,0,Eficientes,0.47662527812544403,0
MAN-0401,MQ-024,Lima,Inyectora,Noche,55.4,3.45,9.09,11945,8.4,13,858,3.63,677.91,0,1,2,1,1,Alerta,0.1055298711564888,0
MAN-0402,MQ-169,Arequipa,Torno CNC,Mañana,85.6,5.06,7.71,330,0.2,145,963,2.49,608.42,0,0,4,0,3,Críticas,0.7030036404873369,1
MAN-0403,MQ-086,Lima,Empacadora,Noche,79.7,4.1,8.82,7031,6.7,76,745,3.07,568.38,1,1,1,1,1,Alerta,0.6358498721212245,1
MAN-0404,MQ-126,Lima,Compresor,Tarde,78.7,6.5,6.18,8286,6.4,118,701,4.46,515.71,1,1,0,2,1,Alerta,0.8363818264917315,1
MAN-0405,MQ-139,Arequipa,Torno CNC,Mañana,74.2,3.37,7.67,10631,5.6,175,886,4.41,551.7,1,0,4,0,2,Estándar,0.48190746901648457,0
MAN-0406,MQ-050,Lima,Torno CNC,Mañana,78.9,4.13,7.74,6178,4.5,131,743,0.1,562.1,0,1,4,0,2,Estándar,0.5209899774397961,1
MAN-0407,MQ-093,Lima,Compresor,Tarde,52.9,5.09,7.31,9622,5.3,148,1037,2.29,525.3,0,1,0,2,2,Estándar,0.3905282175553297,0
MAN-0408,MQ-078,Lima,Prensa,Mañana,72.6,4.94,8.48,7330,4.2,147,915,2.07,616.26,1,1,3,0,2,Estándar,0.5810789919933512,1
MAN-0409,MQ-047,Lima,Compresor,Noche,71.2,5.72,6.31,3800,0.2,54,667,3.08,794.23,0,1,0,1,3,Críticas,0.29292180212480684,0
MAN-0410,MQ-118,Trujillo,Prensa,Tarde,67.6,3.28,6.52,5639,3.4,194,809,4.15,562.7,1,2,3,2,0,Eficientes,0.47011612079502413,0
MAN-0411,MQ-097,Arequipa,Torno CNC,Tarde,64.9,3.18,4.81,10842,7.4,237,748,2.88,655.34,1,0,4,2,2,Estándar,0.4950978872443177,0
MAN-0412,MQ-178,Trujillo,Torno CNC,Tarde,63.0,2.58,8.09,2571,5.4,103,665,0.65,753.21,0,2,4,2,0,Eficientes,0.2520250812554876,0
MAN-0413,MQ-036,Arequipa,Empacadora,Mañana,66.5,2.26,4.57,9499,4.6,159,563,4.3,568.48,0,0,1,0,2,Estándar,0.13136303770643426,0
MAN-0414,MQ-125,Arequipa,Empacadora,Noche,97.6,5.69,4.17,2640,4.1,93,850,4.67,473.69,1,0,1,1,3,Críticas,0.8206820984812859,1
MAN-0415,MQ-173,Lima,Empacadora,Tarde,85.1,2.72,4.45,6092,4.5,164,644,2.86,641.09,0,1,1,2,3,Críticas,0.5762546232371404,1
MAN-0416,MQ-079,Trujillo,Torno CNC,Tarde,89.0,3.66,6.48,3599,1.8,218,977,3.02,564.01,1,2,4,2,3,Críticas,0.8320078389443829,1
MAN-0417,MQ-144,Lima,Torno CNC,Tarde,78.7,2.52,6.37,5567,4.5,7,794,1.15,470.55,1,1,4,2,0,Eficientes,0.1571353670269884,0
MAN-0418,MQ-008,Lima,Empacadora,Noche,87.3,5.46,5.02,10265,9.9,59,428,6.63,821.44,1,1,1,1,1,Alerta,0.712161937234931,1
MAN-0419,MQ-068,Trujillo,Torno CNC,Mañana,78.4,1.37,6.67,5412,2.7,193,1034,3.74,562.09,0,2,4,0,0,Eficientes,0.2929946091140308,0
MAN-0420,MQ-096,Trujillo,Empacadora,Noche,78.7,6.08,6.93,7075,3.7,126,1062,0.68,739.97,1,2,1,1,1,Alerta,0.7180627492108005,1
MAN-0421,MQ-067,Arequipa,Compresor,Mañana,81.9,3.11,7.32,7720,8.3,99,983,2.56,847.47,0,0,0,0,1,Alerta,0.5359648390411831,1
MAN-0422,MQ-003,Lima,Inyectora,Mañana,73.2,3.37,5.49,10530,6.3,92,1004,2.13,569.44,0,1,2,0,2,Estándar,0.19603609933743107,0
MAN-0423,MQ-017,Trujillo,Torno CNC,Tarde,64.7,3.31,7.07,6427,4.9,52,696,2.55,413.18,1,2,4,2,0,Eficientes,0.16093490093781454,0
MAN-0424,MQ-125,Arequipa,Torno CNC,Noche,94.6,3.48,4.81,2167,0.4,76,884,4.63,898.41,0,0,4,1,3,Críticas,0.4005598465593386,0
MAN-0425,MQ-155,Trujillo,Empacadora,Mañana,63.9,4.24,7.62,3347,6.3,21,1104,1.55,619.1,0,2,1,0,0,Eficientes,0.16869855877900716,0
MAN-0426,MQ-173,Arequipa,Prensa,Tarde,65.9,4.59,6.0,4792,3.6,127,807,3.75,642.88,0,0,3,2,3,Críticas,0.3953421419929294,0
MAN-0427,MQ-096,Trujillo,Inyectora,Mañana,79.3,5.9,5.54,284,1.6,71,1090,3.41,699.01,1,2,2,0,3,Críticas,0.43074904968948197,0
MAN-0428,MQ-174,Lima,Inyectora,Noche,81.4,2.51,3.48,9897,6.5,224,669,4.41,564.5,0,1,2,1,2,Estándar,0.5412271736042675,1
MAN-0429,MQ-070,Trujillo,Compresor,Mañana,56.9,3.65,4.0,4151,1.4,177,837,1.49,559.74,0,2,0,0,0,Eficientes,0.10723011952118014,0
MAN-0430,MQ-162,Arequipa,Prensa,Noche,92.0,5.93,8.16,7795,6.1,186,635,4.62,653.02,1,0,3,1,3,Críticas,0.9552964206049596,1
MAN-0431,MQ-174,Trujillo,Torno CNC,Noche,45.0,0.5,5.05,10757,5.4,200,880,5.1,384.99,1,2,4,1,2,Estándar,0.03027711107512112,0
MAN-0432,MQ-174,Lima,Compresor,Tarde,71.6,5.17,6.96,6161,4.6,199,911,3.6,450.8,0,1,0,2,2,Estándar,0.8162198644992242,1
MAN-0433,MQ-087,Lima,Empacadora,Noche,89.7,7.18,6.57,9286,8.4,87,816,3.14,813.81,1,1,1,1,1,Alerta,0.9061223814592142,1
MAN-0434,MQ-004,Trujillo,Inyectora,Noche,79.9,5.91,7.42,9102,3.2,168,1018,2.0,564.81,0,2,2,1,1,Alerta,0.7912057860862087,1
MAN-0435,MQ-086,Arequipa,Prensa,Noche,53.2,4.49,6.25,4859,1.0,130,1139,4.3,423.97,0,0,3,1,0,Eficientes,0.1320417407801018,0
MAN-0436,MQ-063,Arequipa,Compresor,Noche,77.0,4.45,8.11,11553,6.4,129,1055,3.16,763.03,0,0,0,1,1,Alerta,0.6762290224970541,1
MAN-0437,MQ-099,Lima,Prensa,Tarde,86.8,6.57,6.42,5372,3.8,182,888,5.11,476.78,1,1,3,2,3,Críticas,0.9312480181619317,1
MAN-0438,MQ-069,Lima,Empacadora,Tarde,76.3,5.09,6.68,10345,7.6,225,632,2.67,621.27,1,1,1,2,2,Estándar,0.8924042990615947,1
MAN-0439,MQ-030,Arequipa,Prensa,Tarde,63.7,0.5,4.79,10600,7.7,207,707,3.24,660.64,0,0,3,2,2,Estándar,0.1876434121395598,0
MAN-0440,MQ-036,Trujillo,Inyectora,Tarde,60.4,5.11,8.46,6963,4.2,235,876,4.5,621.3,1,2,2,2,2,Estándar,0.7633840889309744,1
MAN-0441,MQ-012,Arequipa,Torno CNC,Noche,72.4,2.32,5.77,4696,5.8,160,930,1.06,503.78,0,0,4,1,2,Estándar,0.33291346812367945,0
MAN-0442,MQ-041,Trujillo,Inyectora,Noche,76.6,3.13,5.24,1285,1.1,71,785,4.6,578.08,1,2,2,1,0,Eficientes,0.17856553098035527,0
MAN-0443,MQ-052,Arequipa,Empacadora,Noche,70.8,1.6,6.3,8495,3.7,112,985,2.23,552.02,0,0,1,1,2,Estándar,0.1412747730390898,0
MAN-0444,MQ-169,Arequipa,Torno CNC,Noche,56.1,4.4,6.07,2061,1.2,34,858,1.73,450.94,0,0,4,1,0,Eficientes,0.05961978100165464,0
MAN-0445,MQ-143,Trujillo,Inyectora,Mañana,86.9,0.5,6.59,4764,2.5,187,698,3.05,739.98,0,2,2,0,3,Críticas,0.3443399705336873,0
MAN-0446,MQ-013,Arequipa,Empacadora,Mañana,71.3,3.94,8.09,9530,4.4,148,707,1.07,476.51,0,0,1,0,2,Estándar,0.4498468232548136,0
MAN-0447,MQ-132,Trujillo,Torno CNC,Mañana,66.6,2.43,6.72,10128,6.8,98,997,4.18,316.66,0,2,4,0,2,Estándar,0.12740707755272762,0
MAN-0448,MQ-033,Lima,Empacadora,Mañana,90.8,6.0,6.15,7883,4.9,123,814,3.51,685.09,1,1,1,0,1,Alerta,0.8112384184570043,1
MAN-0449,MQ-141,Arequipa,Prensa,Noche,83.7,3.63,6.41,4947,3.6,111,1151,3.97,543.8,0,0,3,1,3,Críticas,0.513786981399539,1
MAN-0450,MQ-102,Lima,Empacadora,Noche,75.1,4.31,7.43,8017,4.6,160,992,4.2,377.31,0,1,1,1,2,Estándar,0.6513159645927908,1
MAN-0451,MQ-006,Arequipa,Compresor,Mañana,88.1,2.58,6.17,5724,4.7,23,811,4.28,649.22,0,0,0,0,1,Alerta,0.24897062559721375,0
MAN-0452,MQ-009,Lima,Torno CNC,Tarde,61.6,4.9,7.76,2188,2.2,219,784,3.71,649.11,1,1,4,2,3,Críticas,0.6630667534798753,1
MAN-0453,MQ-027,Lima,Empacadora,Noche,58.7,4.08,5.94,5825,1.6,153,996,2.81,581.33,0,1,1,1,0,Eficientes,0.1970865804945419,0
MAN-0454,MQ-057,Lima,Compresor,Mañana,56.4,1.8,7.7,2439,5.4,240,659,1.59,367.22,0,1,0,0,0,Eficientes,0.33473018065717697,0
MAN-0455,MQ-082,Arequipa,Prensa,Mañana,84.6,3.36,3.97,4283,2.1,83,645,1.74,677.95,1,0,3,0,3,Críticas,0.1992769562192107,0
MAN-0456,MQ-073,Trujillo,Torno CNC,Tarde,80.7,4.26,7.93,1815,1.9,15,704,3.09,481.44,0,2,4,2,0,Eficientes,0.37487652044175396,0
MAN-0457,MQ-102,Lima,Empacadora,Tarde,63.8,3.14,7.38,6108,3.3,114,952,3.2,700.1,0,1,1,2,0,Eficientes,0.260684443269453,0
MAN-0458,MQ-116,Arequipa,Prensa,Noche,86.5,2.5,4.99,1364,4.0,142,530,2.52,619.24,0,0,3,1,3,Críticas,0.49541801949878256,0
MAN-0459,MQ-180,Lima,Prensa,Mañana,62.8,2.5,6.64,1422,0.2,233,993,1.06,320.39,1,1,3,0,0,Eficientes,0.2447764123840682,0
MAN-0460,MQ-071,Lima,Empacadora,Noche,62.5,5.58,4.74,5854,4.5,233,710,3.9,503.4,1,1,1,1,2,Estándar,0.6308050321015317,1
MAN-0461,MQ-175,Arequipa,Inyectora,Noche,63.2,2.84,8.35,2300,1.4,158,835,1.64,500.14,0,0,2,1,0,Eficientes,0.2907609796742661,0
MAN-0462,MQ-077,Arequipa,Inyectora,Noche,69.4,3.38,7.19,1900,1.9,84,1104,1.4,466.32,0,0,2,1,0,Eficientes,0.227256765852973,0
MAN-0463,MQ-015,Lima,Empacadora,Noche,53.0,3.56,8.06,3200,5.2,83,1048,1.75,568.76,0,1,1,1,0,Eficientes,0.15640270335540188,0
MAN-0464,MQ-051,Trujillo,Torno CNC,Mañana,70.0,5.16,6.13,431,0.8,204,685,0.33,602.12,0,2,4,0,0,Eficientes,0.518572065982897,1
MAN-0465,MQ-130,Trujillo,Prensa,Mañana,87.7,7.13,6.5,8292,6.8,148,943,3.78,754.74,1,2,3,0,1,Alerta,0.8972762744832153,1
MAN-0466,MQ-021,Lima,Compresor,Tarde,79.2,6.08,6.6,8190,6.2,90,1053,3.4,534.94,0,1,0,2,1,Alerta,0.7744142276968471,1
MAN-0467,MQ-138,Arequipa,Compresor,Noche,76.0,6.5,5.21,10773,6.1,186,742,2.29,682.24,1,0,0,1,1,Alerta,0.8156032790065992,1
MAN-0468,MQ-146,Arequipa,Compresor,Noche,75.8,4.79,3.81,3027,2.0,105,762,2.86,703.28,0,0,0,1,3,Críticas,0.342369937016616,0
MAN-0469,MQ-131,Trujillo,Prensa,Tarde,76.4,6.7,5.9,11057,7.8,230,608,1.66,732.56,1,2,3,2,1,Alerta,0.923541662905037,1
MAN-0470,MQ-035,Trujillo,Torno CNC,Mañana,77.5,6.33,6.52,5214,4.8,32,790,5.94,470.88,0,2,4,0,1,Alerta,0.4297864334502451,0
MAN-0471,MQ-028,Trujillo,Empacadora,Noche,100.2,5.19,6.54,11480,6.4,48,839,1.85,779.36,1,2,1,1,1,Alerta,0.7820917631103428,1
MAN-0472,MQ-036,Arequipa,Inyectora,Tarde,59.1,4.1,6.44,8776,6.5,232,1135,3.31,489.08,1,0,2,2,2,Estándar,0.6047149972916116,1
MAN-0473,MQ-060,Trujillo,Empacadora,Tarde,70.5,5.52,6.22,1453,0.2,226,805,1.88,581.59,1,2,1,2,0,Eficientes,0.7646116131930683,1
MAN-0474,MQ-076,Lima,Compresor,Mañana,45.0,3.95,6.29,4306,3.2,28,903,1.06,384.4,0,1,0,0,0,Eficientes,0.02537991736533665,0
MAN-0475,MQ-078,Trujillo,Empacadora,Noche,93.8,4.24,6.63,11674,7.1,186,957,4.68,707.57,1,2,1,1,1,Alerta,0.8917578117349381,1
MAN-0476,MQ-058,Arequipa,Compresor,Mañana,80.4,1.36,6.66,6131,3.5,152,763,3.34,491.8,0,0,0,0,2,Estándar,0.30723505765261405,0
MAN-0477,MQ-133,Trujillo,Compresor,Tarde,52.2,3.92,6.08,1788,3.1,237,844,0.24,412.71,0,2,0,2,0,Eficientes,0.4351567594844051,0
MAN-0478,MQ-101,Lima,Torno CNC,Tarde,92.1,3.95,6.13,1088,2.3,167,446,2.93,770.02,1,1,4,2,3,Críticas,0.8172362212256848,1
